"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Changed","Depends on","Number of Comments","Opened","Priority","OS","Hardware","Votes"
396246,"Platform","Ant","platform-ant-inbox","NEW"," ---","build.xml ""open with"" suggests ""ant view""","2012-12-11 03:21:15",,1,"2012-12-11 03:21:15","P3","All","PC",0
395094,"Platform","Ant","platform-ant-inbox","NEW"," ---","Property does not re-resolve when augmented","2012-11-26 12:33:24",,1,"2012-11-26 12:33:24","P3","Windows 7","PC",0
394429,"Platform","Ant","platform-ant-inbox","NEW"," ---","Eclipse Juno SR1 ""copy project"" corrupts build.xml.launch files","2012-11-15 17:34:50",,1,"2012-11-15 17:34:50","P3","Windows 7","PC",0
41118,"Platform","Ant","platform-ant-inbox","ASSIGNED"," ---","Action to toggle comment in Ant editor","2012-11-08 06:08:35",,12,"2003-08-04 18:42:39","P3","Windows 2000","PC",2
392546,"Platform","Ant","platform-ant-inbox","NEW"," ---","Dialog for ""folder_prompt:"" variable shown multiple times","2012-10-24 08:53:05",,3,"2012-10-22 04:28:11","P3","Windows 7","PC",0
392462,"Platform","Ant","platform-ant-inbox","NEW"," ---","build.xml refers to removed jar. Error building new project.","2012-10-19 16:05:22",,7,"2012-10-19 11:38:19","P3","Windows XP","PC",0
391378,"Platform","Ant","platform-ant-inbox","NEW"," ---","'Edit' menu contains duplicate mnemonics","2012-10-08 18:35:08",,1,"2012-10-08 18:35:08","P3","Windows 7","PC",0
302209,"Platform","Ant","platform-ant-inbox","NEW"," ---","Unable to instantiate specified input handler","2012-10-02 07:02:13",,18,"2010-02-08 19:19:18","P3","Windows XP","PC",1
389731,"Platform","Ant","platform-ant-inbox","NEW"," ---","Double click in Ant view launches instead of opening build file","2012-09-17 10:36:12",,1,"2012-09-17 10:36:12","P3","Windows 7","PC",0
388791,"Platform","Ant","platform-ant-inbox","NEW"," ---","Empty CVS repository","2012-09-04 16:15:05",,1,"2012-09-04 16:15:05","P3","Windows 7","PC",0
387828,"Platform","Ant","platform-ant-inbox","NEW"," ---","Ant <input> task doesn't use a combobox when validargs are specified","2012-08-22 15:37:47",,3,"2012-08-22 15:14:20","P3","Windows 7","PC",0
286658,"Platform","Ant","platform-ant-inbox","NEW"," ---","IAntPropertyValueProvider has an issue with nulls","2012-06-20 16:46:53",,3,"2009-08-14 12:07:09","P3","Windows Vista","PC",0
360258,"Platform","Ant","pradeepb","ASSIGNED"," ---","Ant editor keeps links to Jars open","2012-06-13 02:32:16",,2,"2011-10-07 12:41:59","P3","Windows 7","PC",0
352205,"Platform","Ant","pradeepb","ASSIGNED"," ---","Eclipse can't find ant : Ant throws NoClassDefFoundError","2012-06-13 02:32:11",,4,"2011-07-15 08:36:39","P3","Linux","PC",0
76201,"Platform","Ant","pradeepb","ASSIGNED"," ---","[editor] Quick outline in the Ant editor","2012-06-13 02:31:59",,16,"2004-10-13 16:43:53","P3","All","All",2
337950,"Platform","Ant","pradeepb","ASSIGNED"," ---","[perfs] Regression in SeparateVMTests and OpenAntEditor tests","2012-06-13 02:31:52",,5,"2011-02-23 05:07:03","P3","Windows XP","PC",0
330485,"Platform","Ant","pradeepb","ASSIGNED"," ---","Cannot revert empty line addition to Arguments field","2012-06-11 12:10:27",,1,"2010-11-17 12:11:20","P3","Linux","PC",0
