26, 28293.21833343803
24, 26987.081256393416
22, 25565.453491887114
20, 24054.606536849824
18, 22449.0472387887
16, 20656.69426848545
14, 18706.049238490443
12, 16440.606582418615
10, 13916.624961738398





