"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Changed","Depends on","Opened","OS","Number of Comments","Last Resolved","Last Visit","Crash Signature","Duplicate Count","Classification","Priority","Rank","Version","Votes","CC Count","Bug Interest"
1503214,"Firefox","RSS Discovery and Preview","nobody","NEW"," ---","Remove toolkit feed processor code","2018-10-30 13:13:31",1502954,"2018-10-30 03:48:46","Unspecified",1,,,,0,"Client Software"," --",,"Trunk",0,3,
1506136,"Firefox","RSS Discovery and Preview","nobody","NEW"," ---","Converted live bookmarks that aren't using https don't show blue star when opened because their sites redirect to secure (https) equivalents","2018-11-09 09:32:54",,"2018-11-09 06:45:46","All",8,,,,0,"Client Software"," --",,"64 Branch",0,3,
343041,"Firefox","RSS Discovery and Preview","nobody","NEW"," ---","Allow subscription to system's default feed handler","2014-06-12 23:29:43",347223,"2006-06-28 15:38:43","Windows XP",2,,,,0,"Client Software","P3",,"unspecified",3,6,
1477667,"Firefox","RSS Discovery and Preview","nobody","NEW"," ---","[meta] Remove feed reader and live bookmarks support from Firefox","2018-11-09 06:45:46","1477669, 1477670, 1477671, 1477672, 1477674, 1477676, 1479038, 1491243, 1494294, 1498493, 1501592, 1502451, 1503214, 1504214, 1506136","2018-07-23 03:15:00","Unspecified",63,,,,0,"Client Software","P3",,"Trunk",3,52,
372853,"Firefox","RSS Discovery and Preview","nobody","NEW"," ---","avoid duplicating OS mime-type handler settings","2018-05-31 07:35:56",,"2007-03-06 10:56:02","All",6,,,,0,"Client Software","P5",,"unspecified",6,16,
1471137,"Firefox","RSS Discovery and Preview","nobody","NEW"," ---","Cookies not sent with SameSite=Strict for links from an atom feed to the same site","2018-06-26 08:59:37",,"2018-06-26 00:35:43","Unspecified",2,,,,0,"Client Software","P5",,"60 Branch",0,2,
1479038,"Firefox","RSS Discovery and Preview","nobody","NEW"," ---","Consider linking to AMO (search page?) or SUMO doc about alternative feed readers from header of XML pretty printer if opened on a feed","2018-09-05 16:24:00",,"2018-07-27 10:16:31","Unspecified",1,,,,0,"Client Software","P5",,"Trunk",3,7,
